quantity,price_at_purchase,price,amount,category,payment_method,transaction_status,review_category
2,867.01,750.34,0.53,1,0,0,0
2,450.75,988.04,626.4,3,0,0,0
2,993.51,991.03,610.96,0,0,0,0
2,560.97,558.9,87.51,2,0,0,1
2,560.97,558.9,87.51,2,0,0,1
2,560.97,558.9,87.51,2,0,0,1
2,560.97,558.9,87.51,2,0,0,1
2,560.97,558.9,87.51,2,0,0,1
2,560.97,558.9,87.51,2,0,0,1
2,560.97,558.9,87.51,2,0,0,1
2,225.23,611.6,20.56,1,0,0,0
2,225.23,611.6,20.56,1,0,0,0
2,225.23,611.6,20.56,1,0,0,0
2,225.23,611.6,20.56,1,0,0,0
2,225.23,611.6,20.56,1,0,0,0
2,225.23,611.6,20.56,1,0,0,0
2,225.23,611.6,20.56,1,0,0,0
2,693.25,711.97,227.5,0,0,0,0
2,977.15,72.33,84.21,3,0,1,0
2,704.05,910.88,72.78,3,0,0,0
2,826.05,895.58,763.65,1,0,0,0
2,636.71,987.21,464.66,0,0,0,0
2,607.03,978.09,232.45,1,0,0,0
2,671.41,500.98,780.39,3,0,0,0
2,929.46,140.81,957.0,0,0,0,0
2,74.61,391.59,37.24,2,0,0,0
2,430.55,680.24,619.84,0,0,1,0
2,190.03,380.33,928.8,2,0,1,0
2,369.54,786.96,755.46,1,0,2,0
2,369.54,786.96,755.46,1,0,2,0
2,369.54,786.96,755.46,1,0,2,0
2,369.54,786.96,755.46,1,0,2,0
2,369.54,786.96,755.46,1,0,2,0
2,369.54,786.96,755.46,1,0,2,0
2,369.54,786.96,755.46,1,0,2,0
2,578.73,800.29,628.0,0,0,0,0
2,205.4,247.77,986.9,0,0,0,0
2,677.54,336.04,429.73,3,0,0,0
2,156.24,696.52,219.85,1,0,1,0
2,835.39,235.61,7.43,2,0,0,0
2,75.65,267.23,729.54,2,0,0,0
2,318.15,599.96,636.0,0,0,0,0
2,318.15,599.96,636.0,0,0,0,0
2,318.15,599.96,636.0,0,0,0,0
2,318.15,599.96,636.0,0,0,0,0
2,318.15,599.96,636.0,0,0,0,0
2,318.15,599.96,636.0,0,0,0,0
2,318.15,599.96,636.0,0,0,0,0
2,880.16,648.22,939.9,0,0,0,0
2,288.13,517.93,144.0,1,0,0,0
2,988.39,85.84,9.9,3,0,0,0
2,611.86,518.42,230.0,2,0,0,0
2,829.38,346.65,900.3,3,0,0,0
2,702.72,136.81,9.18,3,0,0,0
2,876.5,680.24,138.44,0,0,0,0
2,490.07,704.58,912.8,0,0,0,0
2,717.01,871.02,968.2,0,0,0,0
2,875.2,822.34,214.1,3,0,0,0
2,211.62,198.49,8.76,3,0,0,0
2,422.69,419.49,145.8,3,0,0,0
2,368.68,450.46,900.2,0,0,2,0
2,422.13,984.12,79.74,1,0,2,0
2,534.25,377.45,799.56,3,0,0,0
2,534.25,377.45,799.56,3,0,0,0
2,534.25,377.45,799.56,3,0,0,0
2,534.25,377.45,799.56,3,0,0,0
2,534.25,377.45,799.56,3,0,0,0
2,534.25,377.45,799.56,3,0,0,0
2,534.25,377.45,799.56,3,0,0,0
2,28.37,257.9,477.26,0,0,0,0
2,219.74,951.43,347.88,2,0,0,0
2,355.74,190.94,81.57,2,0,0,0
2,374.37,982.95,329.76,0,0,0,0
2,571.65,270.97,358.44,0,0,2,0
2,156.99,403.09,489.09,1,0,0,0
2,228.67,635.91,124.92,1,0,2,0
2,576.83,187.26,233.8,0,0,2,0
2,483.62,116.82,214.95,0,0,0,0
2,166.33,525.95,131.52,3,0,1,0
2,856.34,467.94,586.16,1,0,2,1
2,856.34,467.94,586.16,1,0,2,1
2,856.34,467.94,586.16,1,0,2,1
2,856.34,467.94,586.16,1,0,2,1
2,856.34,467.94,586.16,1,0,2,1
2,856.34,467.94,586.16,1,0,2,1
2,856.34,467.94,586.16,1,0,2,1
2,162.09,66.59,67.11,0,0,0,0
2,348.09,465.78,29.24,1,0,2,0
2,197.7,21.14,23.88,1,0,0,0
2,130.55,277.62,241.45,1,0,0,0
2,130.55,277.62,241.45,1,0,0,0
2,130.55,277.62,241.45,1,0,0,0
2,130.55,277.62,241.45,1,0,0,0
2,130.55,277.62,241.45,1,0,0,0
2,130.55,277.62,241.45,1,0,0,0
2,130.55,277.62,241.45,1,0,0,0
2,438.36,663.72,564.8,3,0,0,0
2,765.63,830.3,563.76,0,0,0,0
2,969.73,695.24,481.04,0,0,0,0
2,917.17,466.02,991.0,1,0,0,0
2,347.99,47.42,35.78,0,0,2,0
2,793.41,997.33,618.0,3,0,0,0
2,141.68,432.29,25.08,2,0,0,0
2,280.24,205.31,807.57,3,0,1,0
2,189.32,644.1,86.07,3,0,0,0
2,627.39,568.49,800.01,1,0,0,0
2,674.78,338.97,87.69,1,0,0,0
2,227.0,178.09,479.5,1,0,2,0
2,599.13,347.31,993.2,3,0,0,0
2,479.15,378.38,451.85,0,0,0,0
2,277.81,332.49,0.34,2,0,1,0
2,567.63,438.39,35.48,0,0,0,0
2,134.5,577.64,483.77,1,0,1,0
2,297.39,330.67,145.08,1,0,0,0
2,952.75,519.91,222.05,1,0,0,0
2,670.69,487.48,157.84,1,0,0,0
2,894.1,734.38,1.48,1,0,0,0
2,772.46,374.56,438.69,3,0,0,0
2,855.25,160.17,341.94,1,0,0,0
2,855.25,160.17,341.94,1,0,0,0
2,855.25,160.17,341.94,1,0,0,0
2,855.25,160.17,341.94,1,0,0,0
2,855.25,160.17,341.94,1,0,0,0
2,855.25,160.17,341.94,1,0,0,0
2,855.25,160.17,341.94,1,0,0,0
2,830.66,477.67,720.9,1,0,0,0
2,834.53,718.16,304.86,0,0,1,0
2,502.51,680.57,66.15,0,0,0,0
2,727.17,971.63,631.28,1,0,0,0
2,892.71,869.27,84.48,3,0,0,0
2,915.42,799.48,225.1,3,0,0,0
2,893.33,689.2,61.32,1,0,0,0
2,689.93,90.29,30.16,1,0,0,0
2,232.49,869.13,789.93,1,0,0,0
2,292.95,438.57,25.14,0,0,0,0
2,814.05,725.39,31.6,2,0,0,0
2,801.86,786.66,309.48,0,0,0,0
2,732.25,438.24,973.1,0,0,0,0
2,499.69,676.69,210.4,1,0,0,0
2,198.38,44.36,2.39,1,0,0,0
2,199.59,42.22,965.8,1,0,0,0
2,464.81,191.93,343.44,1,0,0,1
2,464.81,191.93,343.44,1,0,0,1
2,464.81,191.93,343.44,1,0,0,1
2,464.81,191.93,343.44,1,0,0,1
2,464.81,191.93,343.44,1,0,0,1
2,464.81,191.93,343.44,1,0,0,1
2,464.81,191.93,343.44,1,0,0,1
2,386.95,502.14,79.23,1,0,0,0
2,386.95,502.14,79.23,1,0,0,0
2,386.95,502.14,79.23,1,0,0,0
2,386.95,502.14,79.23,1,0,0,0
2,386.95,502.14,79.23,1,0,0,0
2,386.95,502.14,79.23,1,0,0,0
2,386.95,502.14,79.23,1,0,0,0
2,184.52,167.9,733.68,3,0,1,0
2,960.17,661.12,345.36,1,0,0,0
2,515.04,969.8,6.22,0,0,0,0
2,959.22,252.59,459.41,2,0,0,0
2,464.26,200.2,430.22,2,0,2,0
2,528.51,269.61,132.4,3,0,0,0
2,769.71,205.2,215.85,2,0,0,0
2,122.98,175.87,200.25,0,0,0,0
2,510.01,693.15,733.95,0,0,0,0
2,339.61,20.36,579.2,1,0,1,0
2,339.61,20.36,579.2,1,0,1,0
2,339.61,20.36,579.2,1,0,1,0
2,339.61,20.36,579.2,1,0,1,0
2,339.61,20.36,579.2,1,0,1,0
2,339.61,20.36,579.2,1,0,1,0
2,339.61,20.36,579.2,1,0,1,0
2,460.04,85.84,67.95,3,0,0,0
2,142.34,579.62,122.72,0,0,2,0
2,942.94,827.84,580.24,1,0,0,0
2,967.59,644.55,315.84,3,0,0,1
2,967.59,644.55,315.84,3,0,0,1
2,967.59,644.55,315.84,3,0,0,1
2,967.59,644.55,315.84,3,0,0,1
2,967.59,644.55,315.84,3,0,0,1
2,967.59,644.55,315.84,3,0,0,1
2,967.59,644.55,315.84,3,0,0,1
2,696.24,250.16,141.92,3,0,2,0
2,741.6,363.94,213.5,3,0,0,0
2,140.32,680.24,423.99,0,0,1,0
2,523.45,519.33,616.4,0,0,0,1
2,523.45,519.33,616.4,0,0,0,1
2,523.45,519.33,616.4,0,0,0,1
2,523.45,519.33,616.4,0,0,0,1
2,523.45,519.33,616.4,0,0,0,1
2,523.45,519.33,616.4,0,0,0,1
2,523.45,519.33,616.4,0,0,0,1
2,139.52,118.11,231.15,0,0,0,0
2,139.52,118.11,231.15,0,0,0,0
2,139.52,118.11,231.15,0,0,0,0
2,139.52,118.11,231.15,0,0,0,0
2,139.52,118.11,231.15,0,0,0,0
2,139.52,118.11,231.15,0,0,0,0
2,139.52,118.11,231.15,0,0,0,0
2,456.72,265.45,775.26,1,0,2,0
2,456.72,265.45,775.26,1,0,2,0
2,456.72,265.45,775.26,1,0,2,0
2,456.72,265.45,775.26,1,0,2,0
2,456.72,265.45,775.26,1,0,2,0
2,456.72,265.45,775.26,1,0,2,0
2,456.72,265.45,775.26,1,0,2,0
2,362.53,988.04,357.0,3,0,0,0
2,143.33,413.24,225.2,0,0,1,0
2,350.57,290.25,454.02,1,0,0,0
2,586.81,106.73,342.78,2,0,1,0
2,756.42,998.47,132.96,1,0,0,0
2,473.37,641.74,477.47,2,0,1,0
2,365.59,738.34,61.8,3,0,1,0
2,809.01,217.14,808.65,0,0,0,0
2,910.31,362.33,140.84,1,0,0,0
2,239.18,313.23,596.4,3,0,0,0
2,413.69,451.34,22.8,0,0,0,0
2,249.92,300.28,130.32,3,0,0,0
2,358.5,281.92,477.19,1,0,1,0
2,331.26,171.11,31.78,3,0,0,0
2,240.61,187.45,314.52,0,0,0,0
2,122.61,589.03,767.43,1,0,0,0
2,153.2,826.55,139.12,2,0,0,0
2,532.51,800.29,72.33,0,0,0,0
2,306.18,933.48,422.52,1,0,2,0
2,349.38,379.32,4.63,0,0,0,0
2,671.11,187.29,132.64,0,0,0,0
2,855.93,969.89,123.48,1,0,2,0
2,233.31,960.56,29.46,1,0,1,0
2,436.82,545.67,37.06,1,0,1,0
2,277.69,598.77,36.28,1,0,0,0
2,644.28,645.05,75.39,3,0,0,0
2,75.78,260.0,27.84,3,0,0,0
2,25.28,134.04,450.03,0,0,0,0
2,777.3,319.18,330.66,3,0,0,0
2,368.1,6.49,60.81,1,0,0,0
2,779.62,843.88,74.58,3,0,0,0
2,269.83,955.8,76.8,1,0,0,0
2,252.84,270.97,903.1,0,0,0,0
2,942.6,450.46,148.08,0,0,0,0
2,790.11,446.06,320.28,0,0,0,0
2,752.02,112.02,69.42,3,0,0,0
2,662.62,389.0,443.73,1,0,0,0
2,896.94,623.54,78.42,1,0,0,0
2,692.22,969.94,159.72,0,0,0,0
2,141.05,899.0,956.1,0,0,1,0
2,929.56,595.0,34.68,1,0,0,0
2,784.42,986.87,22.36,1,0,0,0
2,652.94,532.33,769.68,0,0,0,0
2,21.03,715.23,765.72,0,0,0,0
2,986.23,766.73,341.64,1,0,2,0
2,504.81,383.25,720.36,1,0,0,0
2,814.52,433.98,23.14,3,0,0,0
2,34.81,920.07,962.5,3,0,0,0
2,670.96,812.94,218.7,0,0,0,0
2,70.0,929.63,745.29,1,0,0,0
2,70.0,929.63,745.29,1,0,0,0
2,70.0,929.63,745.29,1,0,0,0
2,70.0,929.63,745.29,1,0,0,0
2,70.0,929.63,745.29,1,0,0,0
2,70.0,929.63,745.29,1,0,0,0
2,70.0,929.63,745.29,1,0,0,0
2,374.72,952.12,323.88,2,0,0,0
2,495.92,344.94,466.27,1,0,0,0
2,565.25,389.19,922.5,1,0,0,0
2,28.48,689.2,236.2,1,0,0,0
2,938.81,374.56,37.56,3,0,0,0
2,961.41,35.99,9.68,2,0,0,0
2,635.65,785.9,73.5,1,0,0,0
2,472.58,691.53,129.6,3,0,0,0
2,592.75,187.29,25.02,0,0,2,0
2,753.44,415.25,485.73,2,0,0,0
2,379.97,550.65,64.26,3,0,0,0
2,550.82,596.53,756.36,0,0,0,0
2,838.05,346.65,28.2,3,0,0,0
2,113.32,636.56,613.12,3,0,0,0
2,183.76,805.66,566.08,3,0,0,0
2,766.52,868.78,8.17,1,0,0,0
2,24.12,141.76,615.92,3,0,0,0
2,912.87,607.11,229.95,1,0,0,0
2,912.87,607.11,229.95,1,0,0,0
2,912.87,607.11,229.95,1,0,0,0
2,912.87,607.11,229.95,1,0,0,0
2,912.87,607.11,229.95,1,0,0,0
2,912.87,607.11,229.95,1,0,0,0
2,912.87,607.11,229.95,1,0,0,0
2,245.64,337.73,740.79,1,0,0,0
2,716.31,746.75,39.52,1,0,1,0
2,589.51,381.81,68.67,2,0,0,0
2,875.13,369.04,569.92,1,0,0,0
2,57.75,43.83,145.68,0,0,2,0
2,437.83,697.19,87.6,0,0,1,0
2,926.21,219.05,246.25,0,0,0,0
2,292.9,271.16,145.76,1,0,0,0
2,818.01,392.3,120.24,1,0,0,0
2,243.2,68.34,159.08,3,0,1,0
2,120.44,753.09,244.7,1,0,1,0
2,105.42,808.07,915.5,1,0,0,0
2,437.76,857.01,458.29,3,0,0,0
2,819.39,946.27,69.51,1,0,0,0
2,511.57,438.39,471.8,0,0,0,0
2,91.99,591.23,156.36,2,0,0,0
2,678.06,841.74,35.34,1,0,0,0
2,159.79,118.69,447.72,1,0,0,0
2,455.34,227.11,929.7,0,0,2,0
2,500.1,476.46,22.08,0,0,0,0
2,500.1,476.46,22.08,0,0,0,0
2,500.1,476.46,22.08,0,0,0,0
2,500.1,476.46,22.08,0,0,0,0
2,500.1,476.46,22.08,0,0,0,0
2,500.1,476.46,22.08,0,0,0,0
2,500.1,476.46,22.08,0,0,0,0
2,859.77,821.21,326.28,3,0,1,0
2,878.53,143.3,330.06,2,0,0,0
2,348.74,279.18,482.23,1,0,1,0
2,306.68,869.27,73.71,3,0,0,0
2,903.28,590.79,327.72,1,0,0,0
2,267.58,568.49,5.42,1,0,0,0
2,176.04,440.11,241.65,1,0,0,0
2,651.94,477.67,27.92,1,0,0,0
2,429.02,112.02,465.15,3,0,0,0
2,859.75,872.91,141.08,1,0,0,0
2,463.52,132.79,2.78,1,0,0,0
2,605.15,895.58,341.34,1,0,0,0
2,250.63,822.34,993.5,3,0,0,0
2,93.09,910.45,122.56,1,0,2,0
2,652.86,179.41,30.22,1,0,1,0
2,505.42,205.31,998.5,3,0,0,0
2,258.2,634.14,224.35,0,0,0,0
2,280.18,380.33,737.64,2,0,0,0
2,851.4,750.34,28.12,1,0,0,0
2,102.48,725.19,610.0,1,0,0,0
2,688.56,716.78,731.52,1,0,1,0
2,688.56,716.78,731.52,1,0,1,0
2,688.56,716.78,731.52,1,0,1,0
2,688.56,716.78,731.52,1,0,1,0
2,688.56,716.78,731.52,1,0,1,0
2,688.56,716.78,731.52,1,0,1,0
2,688.56,716.78,731.52,1,0,1,0
2,398.21,676.69,767.16,1,0,0,0
2,562.22,824.26,121.04,2,0,2,0
2,655.48,630.3,426.65,2,0,0,0
2,963.96,920.07,925.6,3,0,2,0
2,563.32,57.04,349.62,2,0,0,0
2,164.95,87.78,433.51,3,0,0,0
2,39.89,587.34,605.68,0,0,0,0
2,298.78,246.76,602.24,2,0,0,0
2,684.74,373.51,334.8,2,0,0,0
2,684.74,373.51,334.8,2,0,0,0
2,684.74,373.51,334.8,2,0,0,0
2,684.74,373.51,334.8,2,0,0,0
2,684.74,373.51,334.8,2,0,0,0
2,684.74,373.51,334.8,2,0,0,0
2,684.74,373.51,334.8,2,0,0,0
2,51.96,804.74,793.35,3,0,2,0
2,520.85,29.94,2.56,2,0,0,0
2,596.28,729.35,611.52,3,0,0,0
2,129.41,295.17,909.0,2,0,0,1
2,129.41,295.17,909.0,2,0,0,1
2,129.41,295.17,909.0,2,0,0,1
2,129.41,295.17,909.0,2,0,0,1
2,129.41,295.17,909.0,2,0,0,1
2,129.41,295.17,909.0,2,0,0,1
2,129.41,295.17,909.0,2,0,0,1
2,695.79,426.42,951.4,0,0,0,0
2,223.39,573.83,988.5,0,0,0,0
2,727.98,70.68,347.16,1,0,0,0
2,617.46,117.74,86.85,3,0,0,0
2,106.56,294.02,433.86,1,0,0,0
2,878.35,726.35,220.45,1,0,0,0
2,980.41,534.78,476.77,1,0,0,0
2,441.93,650.45,228.45,1,0,0,0
2,643.39,906.47,0.24,2,0,0,0
2,217.89,783.45,974.6,1,0,0,0
2,373.12,198.49,452.06,3,0,0,0
2,160.43,432.29,331.92,2,0,0,0
2,627.02,282.19,336.9,1,0,0,0
2,971.08,992.64,614.72,0,0,0,0
2,791.62,951.43,224.8,2,0,1,0
2,58.5,174.19,73.5,1,0,0,0
2,908.08,762.64,26.38,1,0,0,0
2,613.29,626.81,967.1,1,0,0,0
2,456.53,908.95,246.3,0,0,0,0
2,130.52,858.06,563.52,1,0,0,0
2,444.48,200.2,89.61,2,0,0,0
2,349.99,661.5,478.17,3,0,0,0
2,768.97,781.27,940.2,3,0,0,0
2,266.87,755.21,1.44,1,0,1,0
2,534.51,795.33,158.44,2,0,0,0
2,124.78,819.8,5.55,3,0,1,0
2,767.58,635.81,73.35,0,0,0,1
2,767.58,635.81,73.35,0,0,0,1
2,767.58,635.81,73.35,0,0,0,1
2,767.58,635.81,73.35,0,0,0,1
2,767.58,635.81,73.35,0,0,0,1
2,767.58,635.81,73.35,0,0,0,1
2,767.58,635.81,73.35,0,0,0,1
2,219.52,213.96,348.3,0,0,0,0
2,81.42,219.06,484.19,1,0,0,0
2,39.34,136.29,203.6,1,0,0,0
2,274.79,940.02,28.18,1,0,2,0
2,274.79,940.02,28.18,1,0,2,0
2,274.79,940.02,28.18,1,0,2,0
2,274.79,940.02,28.18,1,0,2,0
2,274.79,940.02,28.18,1,0,2,0
2,274.79,940.02,28.18,1,0,2,0
2,274.79,940.02,28.18,1,0,2,0
2,967.02,123.5,213.6,0,0,1,0
2,629.19,117.2,791.01,0,0,0,0
2,727.73,62.02,955.9,3,0,0,0
2,508.04,554.81,126.0,3,0,0,0
2,572.85,864.9,209.25,1,0,0,0
2,532.55,634.27,342.06,2,0,0,0
2,489.43,636.16,945.8,1,0,0,0
2,404.99,785.9,141.68,1,0,0,0
2,788.4,716.51,797.4,2,0,1,0
2,433.76,167.9,80.37,3,0,0,0
2,961.53,933.38,949.2,0,0,0,0
2,281.54,552.57,245.0,3,0,0,0
2,906.86,618.01,922.2,3,0,0,0
2,579.99,227.11,8.51,0,0,0,0
2,25.28,223.51,121.12,1,0,0,0
2,91.79,938.28,486.08,0,0,0,0
2,676.52,766.67,746.28,3,0,1,0
2,601.27,11.94,4.13,2,0,1,0
2,396.78,406.07,438.48,1,0,0,0
2,358.09,54.43,722.52,2,0,0,0
2,130.12,622.6,591.76,0,0,0,0
2,742.12,821.44,216.75,3,0,0,0
2,83.73,657.51,134.6,1,0,0,0
2,806.69,761.84,744.3,1,0,0,0
2,701.78,411.57,30.26,0,0,0,0
2,580.6,406.68,29.12,1,0,0,0
2,703.12,835.36,584.0,0,0,0,0
2,371.76,796.95,4.19,1,0,0,0
2,676.63,122.6,82.05,1,0,0,0
2,828.31,998.67,76.11,3,0,0,0
2,366.92,393.95,155.32,3,0,0,0
2,536.48,978.09,7.71,1,0,0,0
2,195.76,655.51,39.4,0,0,0,0
2,711.18,254.38,458.92,0,0,0,0
2,740.46,403.09,76.41,1,0,0,0
2,315.1,697.19,227.05,0,0,0,0
2,248.36,260.0,88.71,3,0,0,0
2,48.53,419.98,141.6,1,0,1,0
2,453.78,891.71,344.16,1,0,0,0
2,948.83,227.77,733.32,1,0,0,0
2,691.07,749.51,462.7,0,0,0,0
2,691.07,749.51,462.7,0,0,0,0
2,691.07,749.51,462.7,0,0,0,0
2,691.07,749.51,462.7,0,0,0,0
2,691.07,749.51,462.7,0,0,0,0
2,691.07,749.51,462.7,0,0,0,0
2,691.07,749.51,462.7,0,0,0,0
2,440.43,61.17,601.2,1,0,0,0
2,716.61,350.75,25.76,0,0,0,0
2,698.62,451.34,240.95,0,0,0,0
2,794.44,42.02,76.08,3,0,0,0
2,989.18,777.82,312.66,0,0,2,0
2,475.36,26.5,73.89,1,0,0,0
2,256.37,118.69,138.2,1,0,0,0
2,47.87,582.2,462.21,3,0,0,0
2,47.87,582.2,462.21,3,0,0,0
2,47.87,582.2,462.21,3,0,0,0
2,47.87,582.2,462.21,3,0,0,0
2,47.87,582.2,462.21,3,0,0,0
2,47.87,582.2,462.21,3,0,0,0
2,47.87,582.2,462.21,3,0,0,0
2,998.77,336.04,917.5,3,0,0,0
2,680.88,862.17,134.04,2,0,0,0
2,494.64,202.99,25.24,3,0,2,0
2,755.04,798.2,84.63,0,0,1,0
2,855.2,514.91,135.56,1,0,0,0
2,486.5,235.65,978.0,3,0,0,0
2,813.72,342.62,622.48,1,0,0,0
2,626.77,601.0,249.0,1,0,0,0
2,963.58,169.66,9.99,3,0,0,0
2,661.79,323.37,6.61,1,0,0,0
2,692.01,908.76,342.6,1,0,2,0
2,542.98,663.19,9.44,0,0,1,0
2,409.34,726.35,956.6,1,0,0,0
2,136.96,930.8,21.74,1,0,2,0
2,209.58,954.56,589.12,3,0,0,0
2,113.17,384.95,138.88,1,0,1,0
2,603.17,269.25,723.06,1,0,0,0
2,229.77,752.78,5.52,3,0,0,0
2,162.54,670.62,31.92,2,0,0,0
2,502.78,438.37,484.33,1,0,0,0
2,968.21,587.34,78.18,0,0,0,0
2,55.75,553.74,7.41,0,0,0,0
2,519.86,943.88,127.64,1,0,0,0
2,545.69,506.93,84.6,1,0,0,0
2,921.95,92.46,606.8,2,0,0,0
2,53.95,816.61,316.5,2,0,2,0
2,722.2,477.37,318.0,1,0,0,0
2,825.74,128.08,328.62,3,0,0,0
2,934.46,964.36,203.3,3,0,2,0
2,206.49,823.99,3.28,0,0,0,0
2,932.28,294.02,28.46,1,0,2,0
2,95.97,179.59,941.4,2,0,0,0
2,177.5,551.36,720.99,1,0,0,0
2,226.07,11.94,302.58,2,0,0,0
2,918.13,921.56,567.2,3,0,0,0
2,729.75,871.02,141.6,0,0,1,0
2,107.62,555.58,621.12,2,0,0,0
2,101.64,167.9,153.2,3,0,0,0
2,468.7,178.09,487.06,1,0,0,0
2,950.1,618.53,743.4,3,0,1,0
2,673.27,774.84,326.88,3,0,0,0
2,171.15,851.7,60.27,2,0,0,0
2,980.78,274.55,724.86,1,0,0,0
2,429.06,749.98,478.24,3,0,1,0
2,376.16,558.15,5.89,3,0,1,0
2,376.16,558.15,5.89,3,0,1,0
2,376.16,558.15,5.89,3,0,1,0
2,376.16,558.15,5.89,3,0,1,0
2,376.16,558.15,5.89,3,0,1,0
2,376.16,558.15,5.89,3,0,1,0
2,376.16,558.15,5.89,3,0,1,0
2,947.88,426.24,72.09,1,0,0,0
2,396.92,819.02,963.4,2,0,0,0
2,627.6,550.09,788.94,3,0,0,0
2,278.32,222.85,333.72,1,0,1,0
2,46.35,388.23,24.58,3,0,0,0
2,927.83,869.17,139.72,3,0,2,0
2,909.03,658.13,71.22,3,0,0,0
2,637.9,887.46,39.46,0,0,0,0
2,620.02,618.01,84.72,3,0,0,0
2,820.38,90.12,246.8,3,0,0,0
2,820.38,90.12,246.8,3,0,0,0
2,820.38,90.12,246.8,3,0,0,0
2,820.38,90.12,246.8,3,0,0,0
2,820.38,90.12,246.8,3,0,0,0
2,820.38,90.12,246.8,3,0,0,0
2,820.38,90.12,246.8,3,0,0,0
2,400.28,211.98,22.36,2,0,0,0
2,390.03,857.01,448.98,3,0,0,0
2,663.94,739.75,9.68,3,0,0,0
2,80.57,254.62,769.77,3,0,0,0
2,276.37,126.58,722.16,2,0,0,0
2,54.9,500.98,88.26,3,0,0,0
2,998.36,278.2,352.02,1,0,0,0
2,54.51,49.16,39.34,1,0,0,0
2,908.2,912.94,628.24,3,0,0,0
2,355.29,9.53,599.36,1,0,0,0
2,928.37,523.51,304.62,3,0,0,0
2,838.8,773.69,0.26,3,0,0,0
2,658.34,438.57,204.15,0,0,0,0
2,997.21,179.21,770.22,1,0,0,0
2,746.57,401.69,757.89,2,0,0,0
2,849.43,254.38,75.66,0,0,0,0
2,120.05,9.85,25.96,1,0,0,0
2,566.54,974.91,969.6,3,0,0,0
2,699.44,347.31,775.08,3,0,0,0
2,984.22,359.57,38.96,0,0,0,0
2,585.11,556.97,925.3,3,0,0,1
2,585.11,556.97,925.3,3,0,0,1
2,585.11,556.97,925.3,3,0,0,1
2,585.11,556.97,925.3,3,0,0,1
2,585.11,556.97,925.3,3,0,0,1
2,585.11,556.97,925.3,3,0,0,1
2,585.11,556.97,925.3,3,0,0,1
2,577.18,522.82,216.35,1,0,0,0
2,577.18,522.82,216.35,1,0,0,0
2,577.18,522.82,216.35,1,0,0,0
2,577.18,522.82,216.35,1,0,0,0
2,577.18,522.82,216.35,1,0,0,0
2,577.18,522.82,216.35,1,0,0,0
2,577.18,522.82,216.35,1,0,0,0
2,46.61,142.06,155.84,3,0,0,0
2,980.74,804.09,346.62,0,0,0,0
2,242.72,241.37,156.2,3,0,0,0
2,893.53,711.17,121.36,0,0,0,0
2,628.81,277.62,320.4,1,0,0,0
2,628.81,277.62,320.4,1,0,0,0
2,628.81,277.62,320.4,1,0,0,0
2,628.81,277.62,320.4,1,0,0,0
2,628.81,277.62,320.4,1,0,0,0
2,628.81,277.62,320.4,1,0,0,0
2,628.81,277.62,320.4,1,0,0,0
2,43.37,282.19,431.69,1,0,0,0
2,663.07,893.32,941.2,0,0,0,0
2,684.44,857.01,429.31,3,0,0,0
2,478.75,855.76,479.64,3,0,0,0
2,579.41,160.82,74.28,3,0,0,0
2,590.53,20.36,21.0,1,0,2,0
2,590.53,20.36,21.0,1,0,2,0
2,590.53,20.36,21.0,1,0,2,0
2,590.53,20.36,21.0,1,0,2,0
2,590.53,20.36,21.0,1,0,2,0
2,590.53,20.36,21.0,1,0,2,0
2,590.53,20.36,21.0,1,0,2,0
2,472.97,579.24,619.84,0,0,0,0
2,456.43,753.09,3.73,1,0,0,0
2,499.52,842.29,144.96,3,0,0,0
2,925.64,57.04,2.1,2,0,0,0
2,599.82,648.71,773.19,1,0,0,0
2,599.82,648.71,773.19,1,0,0,0
2,599.82,648.71,773.19,1,0,0,0
2,599.82,648.71,773.19,1,0,0,0
2,599.82,648.71,773.19,1,0,0,0
2,599.82,648.71,773.19,1,0,0,0
2,599.82,648.71,773.19,1,0,0,0
2,178.68,369.74,337.56,2,0,0,0
2,178.68,369.74,337.56,2,0,0,0
2,178.68,369.74,337.56,2,0,0,0
2,178.68,369.74,337.56,2,0,0,0
2,178.68,369.74,337.56,2,0,0,0
2,178.68,369.74,337.56,2,0,0,0
2,178.68,369.74,337.56,2,0,0,0
2,565.86,759.82,483.84,0,0,0,0
2,971.1,767.29,3.01,2,0,0,0
2,157.95,927.28,244.1,1,0,2,0
2,815.68,444.8,131.52,1,0,0,0
2,231.68,753.96,732.87,3,0,2,1
2,231.68,753.96,732.87,3,0,2,1
2,231.68,753.96,732.87,3,0,2,1
2,231.68,753.96,732.87,3,0,2,1
2,231.68,753.96,732.87,3,0,2,1
2,231.68,753.96,732.87,3,0,2,1
2,231.68,753.96,732.87,3,0,2,1
2,675.57,643.91,148.92,1,0,0,0
2,637.62,631.97,159.84,3,0,1,0
2,221.36,68.63,153.08,1,0,0,0
2,421.37,147.23,312.78,3,0,0,0
2,457.46,419.71,459.62,0,0,0,0
2,754.31,943.88,62.1,1,0,0,0
2,445.82,159.9,964.9,3,0,0,0
2,331.67,291.07,128.2,0,0,0,0
2,372.4,381.13,334.92,0,0,0,0
2,853.62,90.45,87.18,2,0,0,0
2,304.36,714.52,69.6,2,0,0,0
2,957.21,43.45,64.53,0,0,2,0
2,211.6,213.84,426.3,1,0,0,0
2,717.76,841.74,631.76,1,0,0,0
