quantity,price_at_purchase,price,amount,category,payment_method,transaction_status,total_price
5,606.05,545.11,637.68,1,0,0,3030.25
5,606.05,545.11,637.68,1,0,0,3030.25
5,606.05,545.11,637.68,1,0,0,3030.25
5,606.05,545.11,637.68,1,0,0,3030.25
5,606.05,545.11,637.68,1,0,0,3030.25
5,698.77,955.07,469.7,0,0,0,3493.85
5,805.99,91.63,81.81,1,0,0,4029.95
5,724.69,204.11,8.26,0,0,0,3623.45
5,693.17,730.99,308.1,1,0,0,3465.85
5,234.01,179.05,726.21,2,0,0,1170.05
5,54.44,160.69,240.45,1,0,0,272.2
5,887.7,725.55,36.4,1,0,0,4438.5
5,65.03,300.03,37.96,3,0,0,325.15
5,404.31,982.95,733.5,0,0,0,2021.55
5,301.44,911.73,144.92,3,0,0,1507.2
5,301.44,911.73,144.92,3,0,0,1507.2
5,301.44,911.73,144.92,3,0,0,1507.2
5,301.44,911.73,144.92,3,0,0,1507.2
5,301.44,911.73,144.92,3,0,0,1507.2
5,301.44,911.73,144.92,3,0,0,1507.2
5,301.44,911.73,144.92,3,0,0,1507.2
5,677.73,78.53,36.4,3,0,0,3388.65
5,701.31,256.21,69.3,0,0,0,3506.55
5,963.03,420.28,322.98,0,0,0,4815.15
5,686.36,661.12,86.61,1,0,0,3431.8
5,461.49,386.76,131.52,3,0,0,2307.45
5,170.55,952.12,927.6,2,0,0,852.75
5,905.65,677.45,336.48,3,0,0,4528.25
5,246.07,703.04,474.39,1,0,0,1230.35
5,296.8,128.02,29.3,3,0,0,1484.0
5,366.47,205.43,23.7,1,0,0,1832.35
5,930.84,589.1,302.22,3,0,0,4654.2
5,404.13,801.92,343.44,3,0,0,2020.65
5,101.2,539.14,976.1,1,0,0,506.0
6,344.38,578.01,765.45,0,0,0,2066.28
6,87.47,175.87,156.84,0,0,0,524.82
6,307.41,838.07,342.6,3,0,0,1844.46
6,304.95,116.99,237.15,1,0,2,1829.7
6,803.96,655.51,5.37,0,0,0,4823.76
6,848.99,621.24,448.14,3,0,0,5093.94
6,848.99,621.24,448.14,3,0,0,5093.94
6,848.99,621.24,448.14,3,0,0,5093.94
6,848.99,621.24,448.14,3,0,0,5093.94
6,848.99,621.24,448.14,3,0,0,5093.94
6,848.99,621.24,448.14,3,0,0,5093.94
6,848.99,621.24,448.14,3,0,0,5093.94
6,201.82,350.75,155.68,0,0,0,1210.92
6,836.06,707.59,994.0,2,0,0,5016.36
6,74.28,395.33,35.36,3,0,0,445.68
6,871.27,829.79,78.6,0,0,0,5227.62
6,252.2,557.61,149.6,1,0,1,1513.2
6,617.08,415.23,336.36,0,0,0,3702.48
6,886.95,349.5,27.12,0,0,2,5321.7
6,54.17,845.94,231.35,1,0,0,325.02
6,147.66,644.55,82.71,3,0,0,885.96
6,147.66,644.55,82.71,3,0,0,885.96
6,147.66,644.55,82.71,3,0,0,885.96
6,147.66,644.55,82.71,3,0,0,885.96
6,147.66,644.55,82.71,3,0,0,885.96
6,147.66,644.55,82.71,3,0,0,885.96
6,147.66,644.55,82.71,3,0,0,885.96
6,531.13,828.61,622.08,1,0,2,3186.78
6,274.8,520.39,3.49,3,0,0,1648.8
6,75.9,212.51,233.2,1,0,0,455.4
6,209.2,281.92,128.52,1,0,0,1255.2
6,312.57,313.23,735.21,3,0,0,1875.42
6,59.0,534.78,63.6,1,0,0,354.0
6,271.81,416.91,355.26,2,0,0,1630.86
6,914.55,305.17,475.09,3,0,0,5487.3
6,914.55,305.17,475.09,3,0,0,5487.3
6,914.55,305.17,475.09,3,0,0,5487.3
6,914.55,305.17,475.09,3,0,0,5487.3
6,914.55,305.17,475.09,3,0,0,5487.3
6,914.55,305.17,475.09,3,0,0,5487.3
6,914.55,305.17,475.09,3,0,0,5487.3
6,707.65,457.84,78.6,1,0,1,4245.9
6,434.69,78.53,154.28,3,0,0,2608.14
6,773.13,972.81,6.63,0,0,0,4638.78
6,594.72,773.69,755.91,3,0,0,3568.32
6,20.19,198.49,158.08,3,0,0,121.14
6,916.57,202.78,2.18,3,0,0,5499.42
6,105.49,9.53,616.72,1,0,0,632.94
6,77.15,761.69,905.4,0,0,0,462.9
6,295.98,524.69,800.91,0,0,2,1775.88
6,758.89,242.47,468.93,0,0,0,4553.34
6,560.49,969.89,6.98,1,0,0,3362.94
6,28.37,777.82,159.92,0,0,0,170.22
6,790.31,536.91,78.99,1,0,2,4741.86
6,932.66,829.79,740.52,0,0,0,5595.96
6,734.01,606.53,579.12,1,0,0,4404.06
6,324.09,404.61,146.8,1,0,0,1944.54
6,583.68,786.05,605.28,2,0,0,3502.08
6,731.93,172.14,231.1,0,0,0,4391.58
6,613.48,822.76,206.25,3,0,0,3680.88
6,43.4,703.85,32.16,3,0,0,260.4
6,437.56,128.9,25.72,1,0,0,2625.36
6,337.79,183.87,969.1,3,0,0,2026.74
6,993.59,459.34,788.04,1,0,0,5961.54
6,21.15,869.27,319.86,3,0,0,126.9
6,935.72,794.85,585.76,2,0,1,5614.32
6,935.72,794.85,585.76,2,0,1,5614.32
6,935.72,794.85,585.76,2,0,1,5614.32
6,935.72,794.85,585.76,2,0,1,5614.32
6,935.72,794.85,585.76,2,0,1,5614.32
6,935.72,794.85,585.76,2,0,1,5614.32
6,935.72,794.85,585.76,2,0,1,5614.32
6,107.78,959.52,157.68,0,0,0,646.68
6,523.59,644.55,786.06,3,0,0,3141.54
6,523.59,644.55,786.06,3,0,0,3141.54
6,523.59,644.55,786.06,3,0,0,3141.54
6,523.59,644.55,786.06,3,0,0,3141.54
6,523.59,644.55,786.06,3,0,0,3141.54
6,523.59,644.55,786.06,3,0,0,3141.54
6,523.59,644.55,786.06,3,0,0,3141.54
6,121.58,686.64,567.28,3,0,0,729.48
6,346.4,518.3,989.8,3,0,2,2078.4
6,130.76,161.58,305.94,0,0,0,784.56
6,492.62,608.78,456.68,1,0,0,2955.72
6,351.55,44.39,949.4,0,0,0,2109.3
6,635.26,485.79,937.0,3,0,0,3811.56
6,276.9,844.45,86.43,3,0,0,1661.4
6,276.9,844.45,86.43,3,0,0,1661.4
6,276.9,844.45,86.43,3,0,0,1661.4
6,276.9,844.45,86.43,3,0,0,1661.4
6,276.9,844.45,86.43,3,0,0,1661.4
6,276.9,844.45,86.43,3,0,0,1661.4
6,276.9,844.45,86.43,3,0,0,1661.4
6,800.92,632.06,5.85,0,0,1,4805.52
6,800.92,632.06,5.85,0,0,1,4805.52
6,800.92,632.06,5.85,0,0,1,4805.52
6,800.92,632.06,5.85,0,0,1,4805.52
6,800.92,632.06,5.85,0,0,1,4805.52
6,800.92,632.06,5.85,0,0,1,4805.52
6,800.92,632.06,5.85,0,0,1,4805.52
6,929.24,249.89,243.85,2,0,0,5575.44
6,460.55,174.19,0.74,1,0,0,2763.3
6,995.76,307.48,941.6,0,0,0,5974.56
6,456.83,507.92,313.08,0,0,0,2740.98
6,619.56,749.31,901.2,0,0,0,3717.36
6,660.11,474.2,478.24,1,0,0,3960.66
6,743.96,482.63,442.61,1,0,0,4463.76
6,665.93,992.64,84.69,0,0,2,3995.58
6,997.84,633.06,778.32,3,0,0,5987.04
6,326.95,985.24,593.04,0,0,0,1961.7
6,112.65,174.19,8.06,1,0,0,675.9
6,462.69,244.39,8.67,0,0,0,2776.14
6,314.28,895.58,635.44,1,0,0,1885.68
6,740.77,131.87,3.82,3,0,0,4444.62
6,356.56,630.3,757.89,2,0,2,2139.36
6,802.8,944.73,799.47,3,0,0,4816.8
6,143.84,393.95,735.21,3,0,2,863.04
6,804.78,444.8,31.9,1,0,0,4828.68
6,569.9,203.15,797.22,3,0,0,3419.4
6,152.18,545.67,794.79,1,0,1,913.08
6,328.02,439.17,567.84,0,0,0,1968.12
6,885.2,21.14,25.26,1,0,0,5311.2
6,192.93,708.99,75.72,0,0,0,1157.58
6,704.05,212.11,991.5,1,0,0,4224.3
6,726.62,887.56,444.15,3,0,2,4359.72
6,161.43,72.24,5.62,2,0,2,968.58
6,746.0,819.8,440.51,3,0,0,4476.0
6,252.86,466.02,908.5,1,0,0,1517.16
6,637.51,451.84,78.39,2,0,0,3825.06
6,761.48,733.48,959.0,1,0,0,4568.88
6,100.73,930.91,130.2,1,0,0,604.38
6,192.51,88.29,726.75,1,0,0,1155.06
6,791.27,186.58,322.74,1,0,1,4747.62
6,266.12,761.41,634.48,3,0,0,1596.72
6,886.6,999.42,75.57,1,0,0,5319.6
6,789.14,309.12,33.76,1,0,2,4734.84
6,736.91,730.99,453.46,1,0,0,4421.46
6,948.27,136.4,0.62,1,0,0,5689.62
6,955.43,617.99,64.14,2,0,0,5732.58
6,799.85,828.03,83.67,3,0,2,4799.1
6,458.09,283.49,154.52,1,0,0,2748.54
6,166.34,906.34,230.6,1,0,0,998.04
6,444.41,363.94,927.5,3,0,0,2666.46
6,781.71,974.57,131.68,0,0,0,4690.26
6,101.38,172.51,222.3,0,0,0,608.28
6,199.28,256.21,6.89,0,0,0,1195.68
6,523.34,753.09,232.05,1,0,0,3140.04
6,830.97,310.06,948.6,0,0,0,4985.82
6,328.78,494.44,2.88,1,0,0,1972.68
6,229.74,986.51,469.21,0,0,0,1378.44
6,346.32,789.17,7.79,0,0,0,2077.92
6,990.66,369.14,159.8,1,0,0,5943.96
6,809.99,28.95,628.08,0,0,0,4859.94
6,775.38,671.34,246.65,1,0,0,4652.28
6,958.96,629.95,728.73,3,0,0,5753.76
6,739.17,394.86,316.02,1,0,0,4435.02
6,622.02,560.4,339.3,2,0,0,3732.12
6,121.14,797.81,472.08,0,0,0,726.84
6,849.33,771.04,22.88,2,0,0,5095.98
6,639.44,591.16,942.5,2,0,1,3836.64
6,404.56,271.16,998.2,1,0,0,2427.36
6,949.82,433.98,907.4,3,0,0,5698.92
6,638.89,989.8,974.2,3,0,0,3833.34
6,246.19,680.57,917.2,0,0,0,1477.14
6,937.61,405.35,563.28,0,0,0,5625.66
6,278.95,216.31,4.87,1,0,0,1673.7
6,345.47,198.49,777.15,3,0,1,2072.82
6,263.94,877.27,304.26,1,0,0,1583.64
6,260.9,346.57,974.1,0,0,0,1565.4
6,260.9,346.57,974.1,0,0,0,1565.4
6,260.9,346.57,974.1,0,0,0,1565.4
6,260.9,346.57,974.1,0,0,0,1565.4
6,260.9,346.57,974.1,0,0,0,1565.4
6,260.9,346.57,974.1,0,0,0,1565.4
6,260.9,346.57,974.1,0,0,0,1565.4
6,944.65,938.52,310.68,0,0,2,5667.9
6,775.45,649.92,330.42,0,0,1,4652.7
6,384.57,663.72,771.66,3,0,0,2307.42
6,978.78,445.8,146.88,1,0,0,5872.68
6,917.03,697.19,994.7,0,0,1,5502.18
6,505.38,921.76,246.2,0,0,0,3032.28
6,544.15,663.19,29.58,0,0,0,3264.9
6,361.72,407.23,141.2,0,0,0,2170.32
6,800.23,7.03,9.62,3,0,0,4801.38
6,125.35,633.06,737.91,3,0,2,752.1
6,476.21,622.6,79.83,0,0,2,2857.26
6,224.06,921.56,123.04,3,0,2,1344.36
6,570.41,593.32,966.2,1,0,0,3422.46
6,148.61,92.26,5.62,0,0,0,891.66
6,183.43,735.88,308.34,2,0,0,1100.58
6,986.83,622.6,760.23,0,0,0,5920.98
6,210.72,182.05,805.68,3,0,0,1264.32
6,210.72,182.05,805.68,3,0,0,1264.32
6,210.72,182.05,805.68,3,0,0,1264.32
6,210.72,182.05,805.68,3,0,0,1264.32
6,210.72,182.05,805.68,3,0,0,1264.32
6,210.72,182.05,805.68,3,0,0,1264.32
6,210.72,182.05,805.68,3,0,0,1264.32
6,657.54,503.79,84.24,1,0,0,3945.24
6,174.5,279.71,341.76,0,0,0,1047.0
6,636.92,457.84,143.76,1,0,2,3821.52
6,754.76,785.9,9.77,1,0,0,4528.56
6,719.52,378.11,89.34,1,0,0,4317.12
6,345.32,595.51,355.26,0,0,0,2071.92
6,380.52,344.76,217.35,1,0,0,2283.12
6,904.27,71.93,148.28,1,0,0,5425.62
6,743.21,717.61,612.4,1,0,0,4459.26
6,773.41,880.89,21.04,0,0,0,4640.46
6,827.85,296.57,744.03,1,0,0,4967.1
6,233.16,840.99,919.2,3,0,0,1398.96
6,118.97,850.85,599.44,1,0,0,713.82
6,311.31,747.4,86.94,3,0,0,1867.86
6,619.96,407.23,26.76,0,0,0,3719.76
6,601.4,175.53,28.4,1,0,0,3608.4
6,487.7,746.09,223.55,3,0,2,2926.2
6,787.17,539.05,61.17,2,0,0,4723.02
6,718.9,476.77,332.34,1,0,2,4313.4
6,426.24,687.67,245.2,1,0,0,2557.44
6,232.37,897.73,87.63,3,0,0,1394.22
6,79.3,489.2,905.1,3,0,0,475.8
6,990.42,905.75,345.06,3,0,0,5942.52
6,945.33,738.11,82.44,1,0,0,5671.98
6,81.69,634.14,76.68,0,0,0,490.14
6,376.43,346.57,38.94,0,0,2,2258.58
6,376.43,346.57,38.94,0,0,2,2258.58
6,376.43,346.57,38.94,0,0,2,2258.58
6,376.43,346.57,38.94,0,0,2,2258.58
6,376.43,346.57,38.94,0,0,2,2258.58
6,376.43,346.57,38.94,0,0,2,2258.58
6,376.43,346.57,38.94,0,0,2,2258.58
6,772.07,143.47,485.24,3,0,2,4632.42
6,168.06,800.98,939.0,3,0,0,1008.36
6,604.35,986.51,450.1,0,0,0,3626.1
6,843.47,508.03,752.49,1,0,0,5060.82
6,874.89,333.71,485.17,3,0,1,5249.34
6,495.42,956.18,955.8,1,0,0,2972.52
6,726.86,561.37,631.2,0,0,0,4361.16
6,266.05,169.2,26.02,0,0,0,1596.3
6,214.92,861.71,339.54,1,0,0,1289.52
6,364.23,832.24,766.89,3,0,0,2185.38
6,364.23,832.24,766.89,3,0,0,2185.38
6,364.23,832.24,766.89,3,0,0,2185.38
6,364.23,832.24,766.89,3,0,0,2185.38
6,364.23,832.24,766.89,3,0,0,2185.38
6,364.23,832.24,766.89,3,0,0,2185.38
6,364.23,832.24,766.89,3,0,0,2185.38
6,232.72,845.65,432.53,0,0,2,1396.32
6,437.21,750.76,236.5,3,0,2,2623.26
6,611.4,393.95,28.1,3,0,0,3668.4
6,502.69,648.43,729.9,2,0,0,3016.14
6,502.69,648.43,729.9,2,0,0,3016.14
6,502.69,648.43,729.9,2,0,0,3016.14
6,502.69,648.43,729.9,2,0,0,3016.14
6,502.69,648.43,729.9,2,0,0,3016.14
6,502.69,648.43,729.9,2,0,0,3016.14
6,502.69,648.43,729.9,2,0,0,3016.14
6,867.5,692.96,993.2,0,0,0,5205.0
6,867.5,692.96,993.2,0,0,0,5205.0
6,867.5,692.96,993.2,0,0,0,5205.0
6,867.5,692.96,993.2,0,0,0,5205.0
6,867.5,692.96,993.2,0,0,0,5205.0
6,867.5,692.96,993.2,0,0,0,5205.0
6,867.5,692.96,993.2,0,0,0,5205.0
6,469.96,850.85,2.08,1,0,0,2819.76
6,903.11,138.84,76.89,3,0,2,5418.66
6,162.06,845.76,6.38,1,0,0,972.36
6,162.06,845.76,6.38,1,0,0,972.36
6,162.06,845.76,6.38,1,0,0,972.36
6,162.06,845.76,6.38,1,0,0,972.36
6,162.06,845.76,6.38,1,0,0,972.36
6,162.06,845.76,6.38,1,0,0,972.36
6,162.06,845.76,6.38,1,0,0,972.36
6,947.67,618.32,217.45,1,0,1,5686.02
6,947.67,618.32,217.45,1,0,1,5686.02
6,947.67,618.32,217.45,1,0,1,5686.02
6,947.67,618.32,217.45,1,0,1,5686.02
6,947.67,618.32,217.45,1,0,1,5686.02
6,947.67,618.32,217.45,1,0,1,5686.02
6,947.67,618.32,217.45,1,0,1,5686.02
6,765.69,964.02,961.1,3,0,0,4594.14
6,281.87,933.83,614.64,2,0,2,1691.22
6,144.73,129.37,569.76,1,0,0,868.38
6,829.51,499.53,303.36,0,0,0,4977.06
6,829.51,499.53,303.36,0,0,0,4977.06
6,829.51,499.53,303.36,0,0,0,4977.06
6,829.51,499.53,303.36,0,0,0,4977.06
6,829.51,499.53,303.36,0,0,0,4977.06
6,829.51,499.53,303.36,0,0,0,4977.06
6,829.51,499.53,303.36,0,0,0,4977.06
6,355.09,28.95,200.45,0,0,0,2130.54
6,553.14,274.55,66.39,1,0,0,3318.84
6,393.28,751.56,777.6,3,0,0,2359.68
6,180.66,545.67,0.59,1,0,0,1083.96
6,741.92,384.21,86.67,2,0,0,4451.52
6,262.44,435.94,580.72,2,0,0,1574.64
6,637.76,722.11,914.1,1,0,0,3826.56
6,417.08,748.82,608.32,1,0,0,2502.48
6,225.34,548.16,774.36,3,0,0,1352.04
6,441.36,368.87,3.74,2,0,0,2648.16
6,88.13,571.79,30.28,3,0,0,528.78
6,541.17,36.0,736.74,3,0,1,3247.02
6,610.39,962.29,37.46,0,0,0,3662.34
6,880.8,989.63,214.2,1,0,0,5284.8
6,237.33,400.26,564.4,2,0,0,1423.98
6,47.58,439.17,629.68,0,0,1,285.48
6,915.2,821.44,320.58,3,0,0,5491.2
6,219.91,845.76,0.6,1,0,0,1319.46
6,219.91,845.76,0.6,1,0,0,1319.46
6,219.91,845.76,0.6,1,0,0,1319.46
6,219.91,845.76,0.6,1,0,0,1319.46
6,219.91,845.76,0.6,1,0,0,1319.46
6,219.91,845.76,0.6,1,0,0,1319.46
6,219.91,845.76,0.6,1,0,0,1319.46
6,179.98,793.09,445.83,0,0,0,1079.88
6,535.83,557.59,21.02,1,0,1,3214.98
6,183.29,11.63,917.3,3,0,0,1099.74
6,207.13,697.67,964.8,2,0,1,1242.78
6,207.13,697.67,964.8,2,0,1,1242.78
6,207.13,697.67,964.8,2,0,1,1242.78
6,207.13,697.67,964.8,2,0,1,1242.78
6,207.13,697.67,964.8,2,0,1,1242.78
6,207.13,697.67,964.8,2,0,1,1242.78
6,207.13,697.67,964.8,2,0,1,1242.78
6,226.53,950.82,570.08,1,0,1,1359.18
6,971.46,692.96,27.36,0,0,0,5828.76
6,971.46,692.96,27.36,0,0,0,5828.76
6,971.46,692.96,27.36,0,0,0,5828.76
6,971.46,692.96,27.36,0,0,0,5828.76
6,971.46,692.96,27.36,0,0,0,5828.76
6,971.46,692.96,27.36,0,0,0,5828.76
6,971.46,692.96,27.36,0,0,0,5828.76
6,818.82,454.51,201.65,1,0,0,4912.92
6,245.98,312.07,425.04,1,0,0,1475.88
6,565.7,695.29,485.24,1,0,0,3394.2
6,797.83,294.05,443.94,1,0,0,4786.98
6,672.62,636.56,599.52,3,0,2,4035.72
6,374.1,769.23,759.24,0,0,0,2244.6
6,908.93,149.3,423.85,0,0,0,5453.58
6,816.75,296.57,803.88,1,0,0,4900.5
6,449.45,348.21,320.94,0,0,0,2696.7
6,533.87,538.02,8.26,1,0,0,3203.22
6,353.19,560.83,33.26,1,0,1,2119.14
6,489.26,20.36,83.76,1,0,1,2935.56
6,489.26,20.36,83.76,1,0,1,2935.56
6,489.26,20.36,83.76,1,0,1,2935.56
6,489.26,20.36,83.76,1,0,1,2935.56
6,489.26,20.36,83.76,1,0,1,2935.56
6,489.26,20.36,83.76,1,0,1,2935.56
6,489.26,20.36,83.76,1,0,1,2935.56
6,977.41,95.87,2.72,2,0,0,5864.46
6,872.42,693.15,354.42,0,0,1,5234.52
6,377.07,40.51,996.4,3,0,0,2262.42
6,722.84,33.29,35.6,1,0,0,4337.04
6,786.55,337.1,729.45,2,0,0,4719.3
6,36.96,959.52,135.08,0,0,0,221.76
6,40.57,123.5,155.32,0,0,0,243.42
6,156.99,9.53,8.58,1,0,0,941.94
6,322.89,633.94,133.24,3,0,2,1937.34
6,293.59,341.04,3.8,0,0,0,1761.54
6,355.34,425.32,238.35,3,0,0,2132.04
6,355.34,425.32,238.35,3,0,0,2132.04
6,355.34,425.32,238.35,3,0,0,2132.04
6,355.34,425.32,238.35,3,0,0,2132.04
6,355.34,425.32,238.35,3,0,0,2132.04
6,355.34,425.32,238.35,3,0,0,2132.04
6,355.34,425.32,238.35,3,0,0,2132.04
6,515.74,461.6,799.2,3,0,0,3094.44
6,333.67,666.66,766.53,1,0,0,2002.02
6,105.59,828.23,87.81,1,0,0,633.54
6,327.26,300.28,456.33,3,0,0,1963.56
6,454.65,193.5,633.2,1,0,0,2727.9
6,977.53,550.09,85.89,3,0,2,5865.18
6,932.42,368.76,30.86,1,0,0,5594.52
6,281.93,347.51,753.12,0,0,0,1691.58
6,600.4,148.6,634.64,1,0,0,3602.4
6,600.4,148.6,634.64,1,0,0,3602.4
6,600.4,148.6,634.64,1,0,0,3602.4
6,600.4,148.6,634.64,1,0,0,3602.4
6,600.4,148.6,634.64,1,0,0,3602.4
6,600.4,148.6,634.64,1,0,0,3602.4
6,600.4,148.6,634.64,1,0,0,3602.4
6,752.87,180.06,337.8,1,0,0,4517.22
6,645.41,434.43,597.52,1,0,0,3872.46
6,113.83,482.86,147.64,0,0,0,682.98
6,501.8,943.2,422.52,0,0,0,3010.8
6,775.01,33.29,469.98,1,0,0,4650.06
6,554.14,72.29,442.26,2,0,0,3324.84
6,967.56,6.25,786.24,0,0,1,5805.36
6,510.02,758.2,34.52,1,0,1,3060.12
6,215.81,738.34,611.6,3,0,0,1294.86
6,668.3,342.92,206.05,0,0,0,4009.8
6,857.28,461.99,907.5,3,0,0,5143.68
6,596.93,191.5,8.2,3,0,0,3581.58
6,117.83,321.71,83.13,0,0,0,706.98
6,583.15,159.9,247.75,3,0,0,3498.9
6,986.52,260.29,478.31,0,0,0,5919.12
6,259.41,593.26,481.46,0,0,0,1556.46
6,481.07,347.51,26.36,0,0,0,2886.42
6,534.44,805.66,920.5,3,0,0,3206.64
6,971.64,660.88,727.02,0,0,0,5829.84
6,515.68,380.7,568.32,2,0,0,3094.08
6,525.26,880.17,79.38,3,0,2,3151.56
6,946.89,661.76,463.89,2,0,1,5681.34
6,718.12,923.76,782.01,0,0,0,4308.72
6,393.53,275.73,620.48,2,0,0,2361.18
6,385.86,219.05,152.84,0,0,0,2315.16
6,394.41,990.61,956.7,0,0,0,2366.46
6,134.7,512.25,628.56,3,0,0,808.2
6,622.62,4.59,455.56,1,0,0,3735.72
6,71.65,411.57,355.98,0,0,0,429.9
6,936.39,997.85,447.23,2,0,2,5618.34
6,965.6,737.62,351.0,1,0,0,5793.6
6,851.8,14.19,909.3,3,0,0,5110.8
6,139.91,542.94,7.46,3,0,2,839.46
6,40.97,105.19,85.95,1,0,0,245.82
6,297.75,94.81,337.86,0,0,0,1786.5
6,134.77,147.69,4.35,3,0,0,808.62
6,701.86,131.87,563.12,3,0,2,4211.16
6,905.97,381.13,125.52,0,0,0,5435.82
6,190.05,779.33,477.82,2,0,0,1140.3
6,416.31,153.78,206.65,0,0,0,2497.86
6,435.37,71.63,598.72,3,0,0,2612.22
6,401.74,759.26,235.1,3,0,0,2410.44
6,451.07,991.36,349.5,2,0,0,2706.42
6,886.77,132.94,600.72,1,0,1,5320.62
6,199.96,955.14,316.2,1,0,0,1199.76
6,801.83,946.27,73.53,1,0,0,4810.98
6,164.43,104.71,615.52,1,0,0,986.58
6,837.7,5.72,318.78,2,0,0,5026.2
6,63.54,671.47,205.5,1,0,0,381.24
6,247.04,371.49,84.27,0,0,0,1482.24
6,471.52,782.17,610.0,3,0,0,2829.12
6,927.67,578.36,33.82,0,0,0,5566.02
6,114.2,897.73,340.98,3,0,0,685.2
6,394.89,965.16,4.47,1,0,0,2369.34
6,207.97,322.78,8.59,3,0,2,1247.82
6,897.14,500.31,4.78,1,0,0,5382.84
6,468.97,974.96,352.92,1,0,0,2813.82
6,468.97,974.96,352.92,1,0,0,2813.82
6,468.97,974.96,352.92,1,0,0,2813.82
6,468.97,974.96,352.92,1,0,0,2813.82
6,468.97,974.96,352.92,1,0,0,2813.82
6,468.97,974.96,352.92,1,0,0,2813.82
6,468.97,974.96,352.92,1,0,0,2813.82
6,356.74,343.65,65.91,0,0,0,2140.44
6,313.35,342.92,946.3,0,0,0,1880.1
6,455.47,573.83,471.94,0,0,0,2732.82
6,245.98,796.95,580.8,1,0,0,1475.88
6,427.29,348.21,761.85,0,0,0,2563.74
6,960.13,486.12,123.76,2,0,0,5760.78
6,965.61,863.47,455.07,3,0,0,5793.66
6,884.21,88.29,455.98,1,0,0,5305.26
6,941.99,315.93,452.2,2,0,0,5651.94
6,512.89,42.22,80.64,1,0,0,3077.34
6,809.61,143.3,759.51,2,0,1,4857.66
6,729.52,383.66,33.92,2,0,2,4377.12
6,423.32,116.82,584.0,0,0,0,2539.92
6,965.01,811.98,764.55,3,0,0,5790.06
6,550.56,929.63,31.58,1,0,1,3303.36
6,550.56,929.63,31.58,1,0,1,3303.36
6,550.56,929.63,31.58,1,0,1,3303.36
6,550.56,929.63,31.58,1,0,1,3303.36
6,550.56,929.63,31.58,1,0,1,3303.36
6,550.56,929.63,31.58,1,0,1,3303.36
6,550.56,929.63,31.58,1,0,1,3303.36
6,726.03,739.43,36.3,2,0,0,4356.18
6,404.78,955.29,975.9,2,0,0,2428.68
6,450.5,431.09,354.48,1,0,0,2703.0
6,459.17,590.44,34.5,3,0,0,2755.02
6,715.39,249.89,570.4,2,0,0,4292.34
6,276.24,104.71,8.95,1,0,1,1657.44
6,469.71,700.69,34.32,2,0,0,2818.26
6,996.14,461.62,990.8,1,0,0,5976.84
6,654.84,638.17,626.16,3,0,0,3929.04
6,654.84,638.17,626.16,3,0,0,3929.04
6,654.84,638.17,626.16,3,0,0,3929.04
6,654.84,638.17,626.16,3,0,0,3929.04
6,654.84,638.17,626.16,3,0,0,3929.04
6,654.84,638.17,626.16,3,0,0,3929.04
6,654.84,638.17,626.16,3,0,0,3929.04
6,135.57,870.32,332.64,1,0,0,813.42
6,991.47,877.47,36.58,1,0,0,5948.82
6,401.73,491.45,359.94,2,0,0,2410.38
6,401.73,491.45,359.94,2,0,0,2410.38
6,401.73,491.45,359.94,2,0,0,2410.38
6,401.73,491.45,359.94,2,0,0,2410.38
6,401.73,491.45,359.94,2,0,0,2410.38
6,401.73,491.45,359.94,2,0,0,2410.38
6,401.73,491.45,359.94,2,0,0,2410.38
6,874.59,362.74,61.26,0,0,0,5247.54
6,588.62,734.23,39.32,3,0,0,3531.72
6,532.39,690.64,451.43,3,0,2,3194.34
6,658.21,807.5,795.33,1,0,0,3949.26
6,902.07,89.98,929.7,2,0,0,5412.42
6,541.86,318.84,157.04,3,0,0,3251.16
6,470.58,16.9,7.63,3,0,2,2823.48
6,654.51,528.51,130.92,1,0,0,3927.06
6,542.42,114.5,2.15,3,0,1,3254.52
6,278.98,777.5,2.04,1,0,0,1673.88
6,388.12,73.23,4.01,0,0,1,2328.72
6,717.49,686.64,623.36,3,0,0,4304.94
6,950.99,7.57,999.2,3,0,0,5705.94
6,435.44,875.52,207.1,0,0,0,2612.64
6,56.96,626.81,72.27,1,0,0,341.76
6,289.29,942.15,484.19,0,0,0,1735.74
6,289.29,942.15,484.19,0,0,0,1735.74
6,289.29,942.15,484.19,0,0,0,1735.74
6,289.29,942.15,484.19,0,0,0,1735.74
6,289.29,942.15,484.19,0,0,0,1735.74
6,289.29,942.15,484.19,0,0,0,1735.74
6,289.29,942.15,484.19,0,0,0,1735.74
6,925.17,475.59,76.17,1,0,2,5551.02
6,563.61,661.38,633.04,1,0,0,3381.66
6,804.56,650.45,154.56,1,0,0,4827.36
6,961.04,611.6,1.7,1,0,0,5766.24
6,961.04,611.6,1.7,1,0,0,5766.24
6,961.04,611.6,1.7,1,0,0,5766.24
6,961.04,611.6,1.7,1,0,0,5766.24
6,961.04,611.6,1.7,1,0,0,5766.24
6,961.04,611.6,1.7,1,0,0,5766.24
6,961.04,611.6,1.7,1,0,0,5766.24
6,150.47,433.77,592.8,0,0,0,902.82
6,297.33,353.42,155.4,3,0,0,1783.98
6,180.45,258.4,143.44,3,0,0,1082.7
6,223.8,653.28,70.41,1,0,0,1342.8
6,802.66,648.71,147.36,1,0,0,4815.96
6,802.66,648.71,147.36,1,0,0,4815.96
